konae,rarangi,kupu,root,suffix,nominal,double_passive
mbc140-not-stripped.txt,36,fakahokia,fakahoki,a,no,no
mbc140-not-stripped.txt,26,fakaarohia,fakaaro,hia,no,no
mbc140-not-stripped.txt,36,fakaaetia,fakaae,tia,no,no
mbc140-not-stripped.txt,42,fakaaeNia,fakaae,Nia,no,no
mbc081-not-stripped.txt,46,fakahaereNia,fakahaere,Nia,no,no
mbc232-not-stripped.txt,32,kUtia,kuti,a,no,no
mbc232-not-stripped.txt,32,mOhioNia,mOhio,Nia,no,no
mbc232-not-stripped.txt,32,tiakiNia,tiaki,Nia,no,no
mbc232-not-stripped.txt,32,meaNia,mea,Nia,no,no
mbc232-not-stripped.txt,32,kotiNia,koti,Nia,no,no
mbc232-not-stripped.txt,32,haria,hari,a,no,no
mbc232-not-stripped.txt,32,kOreroNia,kOrero,Nia,no,no
mbc232-not-stripped.txt,32,moea,moe,a,no,no
mbc232-not-stripped.txt,32,kitea,kite,a,no,no
mbc232-not-stripped.txt,32,fakaaroNia,fakaaro,Nia,no,no
mbc146-not-stripped.txt,20,pANia,pA,Nia,no,no
mbc146-not-stripped.txt,20,fakahorohia,fakahoro,hia,no,no
mbc146-not-stripped.txt,16,fakapuakina,fakapuaki,na,no,no
mbc146-not-stripped.txt,14,kOrerohia,kOrero,hia,no,no
mbc146-not-stripped.txt,20,fakaNAwarihia,fakaNAwari,hia,no,no
mbc146-not-stripped.txt,16,meatia,mea,tia,no,no
mbc146-not-stripped.txt,18,kIia,kI,ia,no,no
mbc146-not-stripped.txt,18,mOhiotia,mOhio,tia,no,no
mbc146-not-stripped.txt,16,fAnuitia,fAnui,tia,no,no
mbc097-not-stripped.txt,30,fakaaeNia,fakaae,Nia,no,no
mbc097-not-stripped.txt,30,paiNia,pai,Nia,no,no
mbc097-not-stripped.txt,30,AheiNia,Ahei,Nia,no,no
mbc097-not-stripped.txt,32,akoNia,ako,Nia,no,no
mbc097-not-stripped.txt,30,fakakINia,fakakI,Nia,no,no
mbc097-not-stripped.txt,30,waihohia,waiho,hia,no,no
mbc097-not-stripped.txt,30,poroporohia,poroporo,hia,no,no
mbc093-not-stripped.txt,32,kitea,kite,a,no,no
mbc089-not-stripped.txt,2,fakapakariNia,fakapakari,Nia,no,no
mbc089-not-stripped.txt,2,pEhiNia,pEhi,Nia,no,no
mbc050-not-stripped.txt,30,kitea,kite,a,no,no
mbc051-not-stripped.txt,51,tonohia,tono,hia,no,no
mbc051-not-stripped.txt,47,fakatauhia,fakatau,hia,no,no
mbc051-not-stripped.txt,47,kohahia,koha,hia,no,no
mbc076-not-stripped.txt,56,mahia,mahi,a,no,no
mbc235-not-stripped.txt,5,kitea,kite,a,no,no
mbc235-not-stripped.txt,5,tirohia,titiro,hia,no,no
mbc235-not-stripped.txt,5,fakahaerea,fakahaere,a,no,no
mbc235-not-stripped.txt,7,kitea,kite,a,no,no
mbc217-not-stripped.txt,58,kitea,kite,a,no,no
mbc235-not-stripped.txt,5,kitea,kite,a,no,no
mbc217-not-stripped.txt,60,mahia,mahi,a,no,no
mbc217-not-stripped.txt,60,taNoNia,taNo,Nia,no,no
mbc235-not-stripped.txt,1,taea,tae,a,no,no
mbc217-not-stripped.txt,60,mahiNia,mahi,Nia,no,no
mbc060-not-stripped.txt,15,mahia,mahi,a,no,no
mbc059-not-stripped.txt,38,tUria,tU,ria,no,no
mbc091-not-stripped.txt,22,waihotia,waiho,tia,no,no
mbc153-not-stripped.txt,36,tukuhia,tuku,hia,no,no
mbc131-not-stripped.txt,13,fakahokia,fakahoki,a,no,no
mbc131-not-stripped.txt,13,fakapuakitia,fakapuaki,tia,no,no
mbc131-not-stripped.txt,23,fakanoahia,fakanoa,hia,no,no
mbc131-not-stripped.txt,23,mahia,mahi,a,no,no
mbc131-not-stripped.txt,15,taea,tae,a,no,no
mbc131-not-stripped.txt,23,taea,tae,a,no,no
mbc131-not-stripped.txt,20,kitea,kite,a,no,no
mbc131-not-stripped.txt,20,taea,tae,a,no,no
mbc131-not-stripped.txt,23,mauria,mau,ria,no,no
mbc131-not-stripped.txt,13,titohia,tito,hia,no,no
mbc131-not-stripped.txt,15,kOrerohia,kOrero,hia,no,no
mbc153-not-stripped.txt,34,fakanuihia,fakanui,hia,no,no
mbc131-not-stripped.txt,13,hiahiatia,hiahia,tia,no,no
mbc131-not-stripped.txt,13,mahitia,mahi,tia,no,no
mbc153-not-stripped.txt,36,tohuhia,tohu,hia,no,no
mbc131-not-stripped.txt,15,mOhiotia,mOhio,tia,no,no
mbc131-not-stripped.txt,23,fakanoahia,fakanoa,hia,no,no
mbc131-not-stripped.txt,15,kumekumehia,kumekume,hia,no,no
mbc131-not-stripped.txt,23,kitea,kite,a,no,no
mbc131-not-stripped.txt,23,kitea,kite,a,no,no
mbc131-not-stripped.txt,13,hiahiatia,hiahia,tia,no,no
mbc131-not-stripped.txt,13,titohia,tito,hia,no,no
mbc131-not-stripped.txt,13,titohia,tito,hia,no,no
mbc131-not-stripped.txt,13,hakaina,haka,ina,no,no
mbc131-not-stripped.txt,20,taea,tae,a,no,no
mbc131-not-stripped.txt,13,titohia,tito,hia,no,no
mbc131-not-stripped.txt,13,titohia,tito,hia,no,no
mbc131-not-stripped.txt,20,mahia,mahi,a,no,no
mbc064-not-stripped.txt,35,fakanuia,fakanui,a,no,no
mbc093-not-stripped.txt,37,huraina,hura,ina,no,no
mbc093-not-stripped.txt,41,pUhia,pupuhi,a,no,no
mbc093-not-stripped.txt,37,kauria,kau,ria,no,no
mbc097-not-stripped.txt,84,homaihia,homai,hia,no,no
mbc097-not-stripped.txt,84,meaNia,mea,Nia,no,no
mbc093-not-stripped.txt,41,rOpUhia,rOpU,hia,no,no
mbc097-not-stripped.txt,84,taea,tae,a,no,no
mbc093-not-stripped.txt,41,pUhia,pupuhi,a,no,no
mbc093-not-stripped.txt,43,rerea,rere,a,no,no
mbc093-not-stripped.txt,48,pOraNihia,pOraNi,hia,no,no
mbc097-not-stripped.txt,84,poroporoa,poroporo,a,no,no
mbc152-not-stripped.txt,100,karaNatia,karaNa,tia,no,no
mbc152-not-stripped.txt,100,maukinotia,maukino,tia,no,no
mbc149-not-stripped.txt,56,taea,tae,a,no,no
mbc149-not-stripped.txt,56,tukua,tuku,a,no,no
mbc152-not-stripped.txt,100,karaNatia,karaNa,tia,no,no
mbc149-not-stripped.txt,54,fakaiNoatia,fakaiNoa,tia,no,no
mbc149-not-stripped.txt,54,karaNatia,karaNa,tia,no,no
mbc149-not-stripped.txt,54,karaNatia,karaNa,tia,no,no
mbc152-not-stripped.txt,100,maukinotia,maukino,tia,no,no
mbc152-not-stripped.txt,100,tUkinoNia,tUkino,Nia,no,no
mbc149-not-stripped.txt,54,karaNatia,karaNa,tia,no,no
mbc152-not-stripped.txt,100,kOrerotia,kOrero,tia,no,no
mbc152-not-stripped.txt,100,karaNatia,karaNa,tia,no,no
mbc149-not-stripped.txt,56,fakahokia,fakahoki,a,no,no
mbc149-not-stripped.txt,54,fakatUria,fakatU,ria,no,no
mbc152-not-stripped.txt,100,karaNatia,karaNa,tia,no,no
mbc216-not-stripped.txt,8,tonutia,tonu,tia,no,no
mbc216-not-stripped.txt,8,karapotia,karapoti,a,no,no
mbc216-not-stripped.txt,14,fANaia,fANai,a,no,no
mbc216-not-stripped.txt,8,toroina,toro,ina,no,no
mbc074-not-stripped.txt,45,kitea,kite,a,no,no
mbc216-not-stripped.txt,8,fakapararahiNia,fakapararahi,Nia,no,no
mbc216-not-stripped.txt,8,tahuna,tahu,na,no,no
mbc216-not-stripped.txt,8,fakapararahiNia,fakapararahi,Nia,no,no
mbc074-not-stripped.txt,45,taiapatia,taiapa,tia,no,no
mbc216-not-stripped.txt,8,tOia,tO,ia,no,no
mbc216-not-stripped.txt,8,mukua,muku,a,no,no
mbc216-not-stripped.txt,8,fakamahia,fakamahi,a,no,no
mbc216-not-stripped.txt,20,mahia,mahi,a,no,no
mbc216-not-stripped.txt,20,taea,tae,a,no,no
mbc054-not-stripped.txt,58,meaNia,mea,Nia,no,no
mbc228-not-stripped.txt,19,fakahokia,fakahoki,a,no,no
mbc228-not-stripped.txt,19,fakahokia,fakahoki,a,no,no
mbc228-not-stripped.txt,23,kIia,kI,ia,no,no
mbc136-not-stripped.txt,8,homaihia,homai,hia,no,no
mbc136-not-stripped.txt,6,heria,heri,a,no,no
mbc136-not-stripped.txt,8,kIia,kI,ia,no,no
mbc136-not-stripped.txt,8,homaihia,homai,hia,no,no
mbc136-not-stripped.txt,6,tukuna,tuku,na,no,no
mbc136-not-stripped.txt,6,heria,heri,a,no,no
mbc145-not-stripped.txt,6,kOrerohia,kOrero,hia,no,no
mbc145-not-stripped.txt,37,kOrerohia,kOrero,hia,no,no
mbc145-not-stripped.txt,21,taea,tae,a,no,no
mbc136-not-stripped.txt,32,hauhauhia,hauhau,hia,no,no
mbc145-not-stripped.txt,40,kimihia,kimi,hia,no,no
mbc136-not-stripped.txt,8,homaihia,homai,hia,no,no
mbc145-not-stripped.txt,19,fakanoahia,fakanoa,hia,no,no
mbc145-not-stripped.txt,19,mahia,mahi,a,no,no
mbc145-not-stripped.txt,21,taea,tae,a,no,no
mbc145-not-stripped.txt,8,fakatakotohia,fakatakoto,hia,no,no
mbc136-not-stripped.txt,8,kIia,kI,ia,no,no
mbc145-not-stripped.txt,19,ihotia,iho,tia,no,no
mbc145-not-stripped.txt,6,haria,hari,a,no,no
mbc145-not-stripped.txt,6,hahua,hahu,a,no,no
mbc145-not-stripped.txt,37,kitea,kite,a,no,no
mbc136-not-stripped.txt,6,tIkina,tiki,na,no,no
mbc145-not-stripped.txt,8,homaihia,homai,hia,no,no
mbc136-not-stripped.txt,8,patupatuhia,patupatu,hia,no,no
mbc145-not-stripped.txt,8,fakarerihia,fakareri,hia,no,no
mbc136-not-stripped.txt,6,taNohia,taNo,hia,no,no
mbc145-not-stripped.txt,37,kOrerohia,kOrero,hia,no,no
mbc232-not-stripped.txt,30,raupAtia,raupA,tia,no,no
mbc232-not-stripped.txt,30,moea,moe,a,no,no
mbc232-not-stripped.txt,30,moea,moe,a,no,no
mbc232-not-stripped.txt,30,raupAtia,raupA,tia,no,no
mbc232-not-stripped.txt,30,raupAtia,raupA,tia,no,no
mbc045-not-stripped.txt,42,tirohia,titiro,hia,no,no
mbc109-not-stripped.txt,6,tukua,tuku,a,no,no
mbc109-not-stripped.txt,6,heria,heri,a,no,no
mbc109-not-stripped.txt,34,taea,tae,a,no,no
mbc109-not-stripped.txt,22,taea,tae,a,no,no
mbc109-not-stripped.txt,34,haria,hari,a,no,no
mbc109-not-stripped.txt,6,tukua,tuku,a,no,no
mbc109-not-stripped.txt,6,fAia,fai,a,no,no
mbc109-not-stripped.txt,6,mauria,mau,ria,no,no
mbc172-not-stripped.txt,12,mahia,mahi,a,no,no
mbc172-not-stripped.txt,10,fakatuia,fakatui,a,no,no
mbc172-not-stripped.txt,10,fItikihia,fItiki,hia,no,no
mbc172-not-stripped.txt,13,nanahia,nana,hia,no,no
mbc172-not-stripped.txt,10,fakamaua,fakamau,a,no,no
mbc172-not-stripped.txt,35,utaina,uta,ina,no,no
mbc172-not-stripped.txt,13,mahia,mahi,a,no,no
mbc172-not-stripped.txt,13,haNaia,haNa,ia,no,no
mbc172-not-stripped.txt,37,fakaminaminahia,fakaminamina,hia,no,no
mbc172-not-stripped.txt,37,moehia,moe,hia,no,no
mbc172-not-stripped.txt,14,wawatahia,wawata,hia,no,no
mbc172-not-stripped.txt,10,tAkina,taki,na,no,no
mbc172-not-stripped.txt,13,karaNahia,karaNa,hia,no,no
mbc172-not-stripped.txt,21,haerehia,haere,hia,no,no
mbc172-not-stripped.txt,15,karaNahia,karaNa,hia,no,no
mbc172-not-stripped.txt,21,pOkaia,pOka,ia,no,no
mbc172-not-stripped.txt,35,pokea,poke,a,no,no
mbc172-not-stripped.txt,13,tImatahia,tImata,hia,no,no
mbc172-not-stripped.txt,14,akohia,ako,hia,no,no
mbc172-not-stripped.txt,14,fakarerea,fakarere,a,no,no
mbc172-not-stripped.txt,13,kitea,kite,a,no,no
mbc172-not-stripped.txt,14,haerehia,haere,hia,no,no
mbc172-not-stripped.txt,15,katia,kati,a,no,no
mbc172-not-stripped.txt,15,katoahia,katoa,hia,no,no
mbc172-not-stripped.txt,15,fakafifihia,fakafifi,hia,no,no
mbc172-not-stripped.txt,35,pokea,poke,a,no,no
mbc172-not-stripped.txt,15,tImatahia,tImata,hia,no,no
mbc104-not-stripped.txt,144,mOhiotia,mOhio,tia,no,no
mbc104-not-stripped.txt,144,kIia,kI,ia,no,no
mbc104-not-stripped.txt,144,haoNia,hao,Nia,no,no
mbc079-not-stripped.txt,47,fakatakotohia,fakatakoto,hia,no,no
mbc106-not-stripped.txt,29,akona,ako,na,no,no
mbc046-not-stripped.txt,34,fakatUhia,fakatU,hia,no,no
mbc106-not-stripped.txt,31,fakatUhia,fakatU,hia,no,no
mbc106-not-stripped.txt,29,fakaaea,fakaae,a,no,no
mbc106-not-stripped.txt,29,fakaarohia,fakaaro,hia,no,no
mbc046-not-stripped.txt,34,kitea,kite,a,no,no
mbc046-not-stripped.txt,34,fakatakotohia,fakatakoto,hia,no,no
mbc102-not-stripped.txt,5,tautokoNia,tautoko,Nia,no,no
mbc106-not-stripped.txt,31,fakaarohia,fakaaro,hia,no,no
mbc106-not-stripped.txt,31,fakakaupapatia,fakakaupapa,tia,no,no
mbc106-not-stripped.txt,11,karaNatia,karaNa,tia,no,no
mbc021-not-stripped.txt,2,fakaarohia,fakaaro,hia,no,no
mbc106-not-stripped.txt,11,fAia,fai,a,no,no
mbc102-not-stripped.txt,5,mihia,mihi,a,no,no
mbc106-not-stripped.txt,31,fakatUhia,fakatU,hia,no,no
mbc106-not-stripped.txt,25,fAia,fai,a,no,no
mbc106-not-stripped.txt,25,mOhiotia,mOhio,tia,no,no
mbc106-not-stripped.txt,11,karaNatia,karaNa,tia,no,no
mbc106-not-stripped.txt,15,tonohia,tono,hia,no,no
mbc106-not-stripped.txt,8,taea,tae,a,no,no
mbc021-not-stripped.txt,2,kOrerotia,kOrero,tia,no,no
mbc106-not-stripped.txt,11,fakatUhia,fakatU,hia,no,no
mbc021-not-stripped.txt,2,kOrerotia,kOrero,tia,no,no
mbc106-not-stripped.txt,11,fAia,fai,a,no,no
mbc106-not-stripped.txt,11,mOhiotia,mOhio,tia,no,no
mbc106-not-stripped.txt,2,tImatahia,tImata,hia,no,no
mbc106-not-stripped.txt,8,tautokoNia,tautoko,Nia,no,no
mbc076-not-stripped.txt,15,tukuna,tuku,na,no,no
mbc106-not-stripped.txt,31,kOrerotia,kOrero,tia,no,no
mbc106-not-stripped.txt,19,waihohia,waiho,hia,no,no
mbc106-not-stripped.txt,15,kimihia,kimi,hia,no,no
mbc106-not-stripped.txt,31,kOrerotia,kOrero,tia,no,no
mbc106-not-stripped.txt,27,fakaarohia,fakaaro,hia,no,no
mbc046-not-stripped.txt,34,kitea,kite,a,no,no
mbc106-not-stripped.txt,15,tukuna,tuku,na,no,no
mbc194-not-stripped.txt,9,tUhia,tU,hia,no,no
mbc106-not-stripped.txt,19,taea,tae,a,no,no
mbc043-not-stripped.txt,31,fakawAhihitia,fakawAhihi,tia,no,no
mbc079-not-stripped.txt,47,fakatakotohia,fakatakoto,hia,no,no
mbc105-not-stripped.txt,31,utaina,uta,ina,no,no
mbc106-not-stripped.txt,8,taea,tae,a,no,no
mbc106-not-stripped.txt,13,tohuNia,tohu,Nia,no,no
mbc106-not-stripped.txt,25,kOrerohia,kOrero,hia,no,no
mbc106-not-stripped.txt,19,tukuna,tuku,na,no,no
mbc106-not-stripped.txt,31,tImatahia,tImata,hia,no,no
mbc106-not-stripped.txt,19,Afinatia,Afina,tia,no,no
mbc076-not-stripped.txt,15,haria,hari,a,no,no
mbc078-not-stripped.txt,47,fakatakotohia,fakatakoto,hia,no,no
mbc194-not-stripped.txt,9,kOrerohia,kOrero,hia,no,no
mbc079-not-stripped.txt,47,mOhiotia,mOhio,tia,no,no
mbc106-not-stripped.txt,11,kuraina,kura,ina,no,no
mbc194-not-stripped.txt,9,kOrerohia,kOrero,hia,no,no
mbc209-not-stripped.txt,45,taea,tae,a,no,no
mbc194-not-stripped.txt,9,kOrerohia,kOrero,hia,no,no
mbc106-not-stripped.txt,16,fakahokia,fakahoki,a,no,no
mbc209-not-stripped.txt,59,taea,tae,a,no,no
mbc046-not-stripped.txt,26,fAiatia,fai,a/tia,no,yes
mbc021-not-stripped.txt,2,fakatakotohia,fakatakoto,hia,no,no
mbc106-not-stripped.txt,16,tukuna,tuku,na,no,no
mbc106-not-stripped.txt,15,tonohia,tono,hia,no,no
mbc106-not-stripped.txt,17,tukuna,tuku,na,no,no
mbc194-not-stripped.txt,9,haNatia,haNa,tia,no,no
mbc209-not-stripped.txt,57,taea,tae,a,no,no
mbc209-not-stripped.txt,59,mOhiotia,mOhio,tia,no,no
mbc043-not-stripped.txt,31,taea,tae,a,no,no
mbc106-not-stripped.txt,19,fakatakotohia,fakatakoto,hia,no,no
mbc106-not-stripped.txt,15,hopuNia,hopu,Nia,no,no
mbc194-not-stripped.txt,9,kOrerohia,kOrero,hia,no,no
mbc106-not-stripped.txt,19,mOhiotia,mOhio,tia,no,no
mbc106-not-stripped.txt,19,fAia,fai,a,no,no
mbc106-not-stripped.txt,21,kimihia,kimi,hia,no,no
mbc021-not-stripped.txt,2,kitea,kite,a,no,no
mbc106-not-stripped.txt,19,tImatahia,tImata,hia,no,no
mbc194-not-stripped.txt,9,fakaarohia,fakaaro,hia,no,no
mbc209-not-stripped.txt,45,kimihia,kimi,hia,no,no
mbc209-not-stripped.txt,45,fakatikia,fakatiki,a,no,no
mbc079-not-stripped.txt,4,taea,tae,a,no,no
mbc106-not-stripped.txt,13,fakapauNia,fakapau,Nia,no,no
mbc194-not-stripped.txt,9,kimihia,kimi,hia,no,no
mbc060-not-stripped.txt,53,mOhiotia,mOhio,tia,no,no
mbc076-not-stripped.txt,15,atuNia,atu,Nia,no,no
mbc106-not-stripped.txt,16,taNohia,taNo,hia,no,no
mbc078-not-stripped.txt,45,wAnaNatia,wAnaNa,tia,no,no
mbc078-not-stripped.txt,47,fakaaea,fakaae,a,no,no
mbc106-not-stripped.txt,15,tukuna,tuku,na,no,no
mbc209-not-stripped.txt,49,pANia,pA,Nia,no,no
mbc106-not-stripped.txt,15,tukuna,tuku,na,no,no
mbc209-not-stripped.txt,49,fakaarohia,fakaaro,hia,no,no
mbc129-not-stripped.txt,12,waihotia,waiho,tia,no,no
mbc209-not-stripped.txt,49,taea,tae,a,no,no
mbc194-not-stripped.txt,9,fAia,fai,a,no,no
mbc194-not-stripped.txt,9,kIia,kI,ia,no,no
mbc047-not-stripped.txt,39,raupatutia,raupatu,tia,no,no
mbc106-not-stripped.txt,6,kimihia,kimi,hia,no,no
mbc106-not-stripped.txt,21,fakatUNia,fakatU,Nia,no,no
mbc209-not-stripped.txt,57,taea,tae,a,no,no
mbc078-not-stripped.txt,47,kOrerohia,kOrero,hia,no,no
mbc106-not-stripped.txt,17,roNohia,roNo,hia,no,no
mbc043-not-stripped.txt,31,kitea,kite,a,no,no
mbc106-not-stripped.txt,17,tukuna,tuku,na,no,no
mbc078-not-stripped.txt,47,wAnaNatia,wAnaNa,tia,no,no
mbc106-not-stripped.txt,17,taea,tae,a,no,no
mbc194-not-stripped.txt,9,kimihia,kimi,hia,no,no
mbc106-not-stripped.txt,16,kimihia,kimi,hia,no,no
mbc194-not-stripped.txt,9,tImatahia,tImata,hia,no,no
mbc194-not-stripped.txt,9,roNohia,roNo,hia,no,no
mbc176-not-stripped.txt,100,haereNia,haere,Nia,no,no
mbc176-not-stripped.txt,116,kOreroNia,kOrero,Nia,no,no
mbc176-not-stripped.txt,100,fakaroNoNia,fakaroNo,Nia,no,no
mbc176-not-stripped.txt,116,fakapaohotia,fakapaoho,tia,no,no
mbc176-not-stripped.txt,100,kOreroNia,kOrero,Nia,no,no
mbc084-not-stripped.txt,45,fakatUria,fakatU,ria,no,no
mbc076-not-stripped.txt,73,fafaitia,fafai,tia,no,no
mbc029-not-stripped.txt,37,taea,tae,a,no,no
mbc029-not-stripped.txt,37,taea,tae,a,no,no
mbc047-not-stripped.txt,30,taea,tae,a,no,no
mbc229-not-stripped.txt,13,fetUraNitia,fetUraNi,tia,no,no
mbc153-not-stripped.txt,2,kawea,kawe,a,no,no
mbc153-not-stripped.txt,4,warewaretia,wareware,tia,no,no
mbc153-not-stripped.txt,4,tukuna,tuku,na,no,no
mbc153-not-stripped.txt,16,fakaiNoatia,fakaiNoa,tia,no,no
mbc230-not-stripped.txt,84,kOrerohia,kOrero,hia,no,no
mbc153-not-stripped.txt,16,roNohia,roNo,hia,no,no
mbc153-not-stripped.txt,17,fakairotia,fakairo,tia,no,no
mbc153-not-stripped.txt,16,haria,hari,a,no,no
mbc153-not-stripped.txt,17,tukuna,tuku,na,no,no
mbc153-not-stripped.txt,17,fakaarotia,fakaaro,tia,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,7,meiNa,mea,Na,no,no
mbc093-not-stripped.txt,38,pAkia,pA,kia,no,no
mbc093-not-stripped.txt,49,pUhia,pupuhi,a,no,no
mbc093-not-stripped.txt,11,fakamaua,fakamau,a,no,no
mbc093-not-stripped.txt,19,mahiNia,mahi,Nia,no,no
mbc093-not-stripped.txt,38,pUhia,pupuhi,a,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,49,fANaia,fANai,a,no,no
mbc093-not-stripped.txt,5,fakaweraNia,fakawera,Nia,no,no
mbc093-not-stripped.txt,11,waruwaruhia,waruwaru,hia,no,no
mbc093-not-stripped.txt,15,moumouNia,moumou,Nia,no,no
mbc093-not-stripped.txt,19,turehia,ture,hia,no,no
mbc093-not-stripped.txt,11,pErANia,pErA,Nia,no,no
mbc093-not-stripped.txt,5,tahuNia,tahu,Nia,no,no
mbc093-not-stripped.txt,15,mahiNia,mahi,Nia,no,no
mbc093-not-stripped.txt,15,fakafetaiNia,fakafetai,Nia,no,no
mbc093-not-stripped.txt,49,tukia,tuki,a,no,no
mbc093-not-stripped.txt,11,katoaNia,katoa,Nia,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,3,mauria,mau,ria,no,no
mbc093-not-stripped.txt,11,waihoNia,waiho,Nia,no,no
mbc093-not-stripped.txt,11,waruhia,waru,hia,no,no
mbc093-not-stripped.txt,3,tuatahiNia,tuatahi,Nia,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,7,tuituiNia,tuitui,Nia,no,no
mbc093-not-stripped.txt,3,pokiNia,poki,Nia,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,3,mahia,mahi,a,no,no
mbc093-not-stripped.txt,5,fakatikatikaNia,fakatikatika,Nia,no,no
mbc093-not-stripped.txt,5,keria,keri,a,no,no
mbc093-not-stripped.txt,3,kaiNa,kai,Na,no,no
mbc093-not-stripped.txt,5,hikina,hiki,na,no,no
mbc093-not-stripped.txt,3,karaNaNia,karaNa,Nia,no,no
mbc219-not-stripped.txt,28,pOhiritia,pOhiri,tia,no,no
mbc211-not-stripped.txt,12,kIia,kI,ia,no,no
mbc214-not-stripped.txt,20,manaakitia,manaaki,tia,no,no
mbc004-not-stripped.txt,20,tukuna,tuku,na,no,no
mbc004-not-stripped.txt,20,tukuna,tuku,na,no,no
mbc219-not-stripped.txt,28,tapaina,tapa,ina,no,no
mbc212-not-stripped.txt,16,moea,moe,a,no,no
mbc212-not-stripped.txt,13,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,21,fakatuferatia,fakatufera,tia,no,no
mbc212-not-stripped.txt,15,kIia,kI,ia,no,no
mbc211-not-stripped.txt,18,tonohia,tono,hia,no,no
mbc214-not-stripped.txt,2,tukuna,tuku,na,no,no
mbc211-not-stripped.txt,12,kIia,kI,ia,no,no
mbc213-not-stripped.txt,1,tirohia,titiro,hia,no,no
mbc212-not-stripped.txt,13,fakahokia,fakahoki,a,no,no
mbc212-not-stripped.txt,21,tukuna,tuku,na,no,no
mbc211-not-stripped.txt,5,fakaaturia,fakaatu,ria,no,no
mbc213-not-stripped.txt,2,Afinatia,Afina,tia,no,no
mbc211-not-stripped.txt,3,fakarerekEtia,fakarerekE,tia,no,no
mbc212-not-stripped.txt,13,kIia,kI,ia,no,no
mbc212-not-stripped.txt,13,kIia,kI,ia,no,no
mbc211-not-stripped.txt,12,kIia,kI,ia,no,no
mbc212-not-stripped.txt,22,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,15,kIia,kI,ia,no,no
mbc212-not-stripped.txt,9,fakatinanatia,fakatinana,tia,no,no
mbc211-not-stripped.txt,9,kIia,kI,ia,no,no
mbc214-not-stripped.txt,3,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,21,tuferaNia,tufera,Nia,no,no
mbc214-not-stripped.txt,2,mahia,mahi,a,no,no
mbc211-not-stripped.txt,18,kIia,kI,ia,no,no
mbc219-not-stripped.txt,18,taea,tae,a,no,no
mbc219-not-stripped.txt,18,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,22,kIia,kI,ia,no,no
mbc213-not-stripped.txt,17,hainatia,haina,tia,no,no
mbc211-not-stripped.txt,9,tarAfeNia,tarAfe,Nia,no,no
mbc004-not-stripped.txt,20,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,20,pupuritia,pupuri,tia,no,no
mbc211-not-stripped.txt,5,mahia,mahi,a,no,no
mbc211-not-stripped.txt,4,tukuna,tuku,na,no,no
mbc213-not-stripped.txt,20,tukuna,tuku,na,no,no
mbc211-not-stripped.txt,3,fakamanatia,fakamana,tia,no,no
mbc211-not-stripped.txt,3,firifiria,firifiri,a,no,no
mbc211-not-stripped.txt,12,fakatUNia,fakatU,Nia,no,no
mbc214-not-stripped.txt,20,kIia,kI,ia,no,no
mbc211-not-stripped.txt,3,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,15,kIia,kI,ia,no,no
mbc211-not-stripped.txt,9,haNaia,haNa,ia,no,no
mbc212-not-stripped.txt,22,tukuna,tuku,na,no,no
mbc219-not-stripped.txt,27,utaina,uta,ina,no,no
mbc213-not-stripped.txt,1,homaitia,homai,tia,no,no
mbc219-not-stripped.txt,28,fANaihia,fANai,hia,no,no
mbc211-not-stripped.txt,9,mahia,mahi,a,no,no
mbc212-not-stripped.txt,20,kIia,kI,ia,no,no
mbc212-not-stripped.txt,19,pAnuitia,pAnui,tia,no,no
mbc078-not-stripped.txt,6,taea,tae,a,no,no
mbc219-not-stripped.txt,18,haria,hari,a,no,no
mbc212-not-stripped.txt,15,fakatUria,fakatU,ria,no,no
mbc212-not-stripped.txt,21,utaina,uta,ina,no,no
mbc211-not-stripped.txt,18,kIia,kI,ia,no,no
mbc212-not-stripped.txt,6,tirohia,titiro,hia,no,no
mbc211-not-stripped.txt,2,kIia,kI,ia,no,no
mbc213-not-stripped.txt,3,kIia,kI,ia,no,no
mbc214-not-stripped.txt,3,kIia,kI,ia,no,no
mbc212-not-stripped.txt,12,tukuna,tuku,na,no,no
mbc214-not-stripped.txt,18,firifiria,firifiri,a,no,no
mbc214-not-stripped.txt,17,tukuna,tuku,na,no,no
mbc212-not-stripped.txt,9,muia,mui,a,no,no
mbc211-not-stripped.txt,18,kIia,kI,ia,no,no
mbc212-not-stripped.txt,15,fakaoraNia,fakaora,Nia,no,no
