konae,rarangi,kupu,root,suffix,nominal,double_passive
mbc226-not-stripped.txt,211,pAtaia,pAtai,a,no,no
mbc139-not-stripped.txt,44,taea,tae,a,no,no
mbc139-not-stripped.txt,44,taea,tae,a,no,no
mbc265-not-stripped.txt,14,kOrerotia,kOrero,tia,no,no
mbc265-not-stripped.txt,14,hikitia,hiki,tia,no,no
mbc265-not-stripped.txt,14,kOrerotia,kOrero,tia,no,no
mbc265-not-stripped.txt,14,hApaitia,hApai,tia,no,no
mbc186-not-stripped.txt,49,pEhia,pEhi,a,no,no
mbc116-not-stripped.txt,3,mOhiotia,mOhio,tia,no,no
mbc116-not-stripped.txt,9,fAkina,fAki,na,no,no
mbc116-not-stripped.txt,3,taurimaNia,taurima,Nia,no,no
mbc116-not-stripped.txt,58,mahia,mahi,a,no,no
mbc116-not-stripped.txt,7,fAkina,fAki,na,no,no
mbc116-not-stripped.txt,7,fakaaeNia,fakaae,Nia,no,no
mbc116-not-stripped.txt,58,kIia,kI,ia,no,no
mbc116-not-stripped.txt,7,patua,patu,a,no,no
mbc116-not-stripped.txt,58,riria,riri,a,no,no
mbc116-not-stripped.txt,9,karaNatia,karaNa,tia,no,no
mbc160-not-stripped.txt,19,fakamahia,fakamahi,a,no,no
mbc160-not-stripped.txt,19,kOreroNia,kOrero,Nia,no,no
mbc160-not-stripped.txt,19,fakaaroNia,fakaaro,Nia,no,no
mbc160-not-stripped.txt,19,haria,hari,a,no,no
mbc160-not-stripped.txt,19,heria,heri,a,no,no
mbc160-not-stripped.txt,19,nohoNia,noho,Nia,no,no
mbc160-not-stripped.txt,19,fakatUNia,fakatU,Nia,no,no
mbc160-not-stripped.txt,19,haria,hari,a,no,no
mbc160-not-stripped.txt,19,haria,hari,a,no,no
mbc160-not-stripped.txt,22,kIia,kI,ia,no,no
mbc116-not-stripped.txt,59,turuturua,turuturu,a,no,no
mbc116-not-stripped.txt,59,Aminetia,Amine,tia,no,no
mbc116-not-stripped.txt,63,fakahokia,fakahoki,a,no,no
mbc116-not-stripped.txt,59,Aminetia,Amine,tia,no,no
mbc116-not-stripped.txt,59,Aminetia,Amine,tia,no,no
mbc116-not-stripped.txt,63,fitia,fiti,a,no,no
mbc116-not-stripped.txt,59,fakamaua,fakamau,a,no,no
mbc116-not-stripped.txt,59,Aminetia,Amine,tia,no,no
mbc116-not-stripped.txt,63,taratia,tara,tia,no,no
mbc116-not-stripped.txt,57,fakautua,fakautu,a,no,no
mbc116-not-stripped.txt,59,Aminetia,Amine,tia,no,no
mbc176-not-stripped.txt,103,fakapaohotia,fakapaoho,tia,no,no
mbc176-not-stripped.txt,113,taea,tae,a,no,no
mbc176-not-stripped.txt,103,kOrerotia,kOrero,tia,no,no
mbc075-not-stripped.txt,19,taea,tae,a,no,no
mbc075-not-stripped.txt,19,taea,tae,a,no,no
mbc116-not-stripped.txt,52,kOreroNia,kOrero,Nia,no,no
mbc116-not-stripped.txt,52,kIia,kI,ia,no,no
mbc272-not-stripped.txt,24,tIkina,tiki,na,no,no
mbc066-not-stripped.txt,57,fakamanatia,fakamana,tia,no,no
mbc265-not-stripped.txt,25,warewaretia,wareware,tia,no,no
mbc098-not-stripped.txt,7,fakatuferatia,fakatufera,tia,no,no
mbc098-not-stripped.txt,1,fakahokia,fakahoki,a,no,no
mbc098-not-stripped.txt,9,tukua,tuku,a,no,no
mbc098-not-stripped.txt,13,fakahokia,fakahoki,a,no,no
mbc063-not-stripped.txt,66,fakamOhiotia,fakamOhio,tia,no,no
mbc070-not-stripped.txt,16,fakatUNia,fakatU,Nia,no,no
mbc070-not-stripped.txt,16,fakatUNia,fakatU,Nia,no,no
mbc218-not-stripped.txt,20,fakaarohia,fakaaro,hia,no,no
mbc218-not-stripped.txt,22,fakaarotia,fakaaro,tia,no,no
mbc218-not-stripped.txt,22,heria,heri,a,no,no
mbc218-not-stripped.txt,22,fakatipuraNahia,fakatipuraNa,hia,no,no
mbc218-not-stripped.txt,24,kitea,kite,a,no,no
mbc218-not-stripped.txt,24,fakaputahia,fakaputa,hia,no,no
mbc218-not-stripped.txt,22,kitea,kite,a,no,no
mbc218-not-stripped.txt,22,taea,tae,a,no,no
mbc218-not-stripped.txt,22,kimihia,kimi,hia,no,no
mbc218-not-stripped.txt,22,tukutukuna,tukutuku,na,no,no
mbc067-not-stripped.txt,22,tonoNia,tono,Nia,no,no
mbc067-not-stripped.txt,24,mahiNia,mahi,Nia,no,no
mbc067-not-stripped.txt,24,homaitia,homai,tia,no,no
mbc210-not-stripped.txt,11,kIia,kI,ia,no,no
mbc210-not-stripped.txt,11,fakahaeretia,fakahaere,tia,no,no
mbc273-not-stripped.txt,36,mahia,mahi,a,no,no
mbc273-not-stripped.txt,36,tOtikatia,tOtika,tia,no,no
mbc273-not-stripped.txt,36,tonoa,tono,a,no,no
mbc273-not-stripped.txt,36,tukuna,tuku,na,no,no
mbc273-not-stripped.txt,37,akohia,ako,hia,no,no
mbc273-not-stripped.txt,37,akohia,ako,hia,no,no
mbc273-not-stripped.txt,37,mauria,mau,ria,no,no
mbc273-not-stripped.txt,37,taea,tae,a,no,no
mbc273-not-stripped.txt,38,haria,hari,a,no,no
mbc273-not-stripped.txt,38,hiahiatia,hiahia,tia,no,no
mbc273-not-stripped.txt,38,waihotia,waiho,tia,no,no
mbc273-not-stripped.txt,39,haNaia,haNa,ia,no,no
mbc273-not-stripped.txt,39,kIia,kI,ia,no,no
mbc273-not-stripped.txt,39,ruia,rui,a,no,no
mbc273-not-stripped.txt,39,taea,tae,a,no,no
mbc273-not-stripped.txt,39,taea,tae,a,no,no
mbc122-not-stripped.txt,15,tApukehia,tApuke,hia,no,no
mbc122-not-stripped.txt,15,karaNaNia,karaNa,Nia,no,no
mbc222-not-stripped.txt,16,fakaarohia,fakaaro,hia,no,no
mbc065-not-stripped.txt,39,mahia,mahi,a,no,no
mbc065-not-stripped.txt,35,haNaia,haNa,ia,no,no
mbc118-not-stripped.txt,29,fakarAhuitia,fakarAhui,tia,no,no
mbc118-not-stripped.txt,29,fakakAhoretia,fakakAhore,tia,no,no
mbc118-not-stripped.txt,29,fakarAhuitia,fakarAhui,tia,no,no
mbc225-not-stripped.txt,63,fakahokia,fakahoki,a,no,no
mbc272-not-stripped.txt,92,mahia,mahi,a,no,no
mbc088-not-stripped.txt,74,tUtUhia,tUtU,hia,no,no
mbc088-not-stripped.txt,76,wehewehetia,wehewehe,tia,no,no
mbc049-not-stripped.txt,74,kOreroNia,kOrero,Nia,no,no
mbc078-not-stripped.txt,37,hokia,hoki,a,no,no
mbc105-not-stripped.txt,4,fakahokia,fakahoki,a,no,no
mbc150-not-stripped.txt,46,hokia,hoki,a,no,no
mbc150-not-stripped.txt,46,waihotia,waiho,tia,no,no
mbc150-not-stripped.txt,46,tuhia,tuhi,a,no,no
mbc165-not-stripped.txt,44,fakakINia,fakakI,Nia,no,no
mbc044-not-stripped.txt,33,karafaehia,karafae,hia,no,no
mbc044-not-stripped.txt,33,werohia,wero,hia,no,no
mbc129-not-stripped.txt,14,pOkaia,pOka,ia,no,no
mbc044-not-stripped.txt,33,fakafiuhia,fakafiu,hia,no,no
mbc272-not-stripped.txt,45,taea,tae,a,no,no
mbc123-not-stripped.txt,24,titia,titi,a,no,no
mbc123-not-stripped.txt,55,kOhurutia,kOhuru,tia,no,no
mbc114-not-stripped.txt,1,mOhiotia,mOhio,tia,no,no
mbc135-not-stripped.txt,21,motuhia,motu,hia,no,no
mbc135-not-stripped.txt,8,fakatinanatia,fakatinana,tia,no,no
mbc123-not-stripped.txt,56,fakaarohia,fakaaro,hia,no,no
mbc114-not-stripped.txt,1,tirohia,titiro,hia,no,no
mbc133-not-stripped.txt,45,fakaaeNia,fakaae,Nia,no,no
mbc135-not-stripped.txt,45,horaina,hora,ina,no,no
mbc123-not-stripped.txt,23,mOhiotia,mOhio,tia,no,no
mbc123-not-stripped.txt,81,kIia,kI,ia,no,no
mbc272-not-stripped.txt,33,pEneihia,pEnei,hia,no,no
mbc123-not-stripped.txt,93,taea,tae,a,no,no
mbc135-not-stripped.txt,9,motuhia,motu,hia,no,no
mbc123-not-stripped.txt,58,mauria,mau,ria,no,no
mbc123-not-stripped.txt,97,titia,titi,a,no,no
mbc121-not-stripped.txt,1,Naromia,Naro,mia,no,no
mbc135-not-stripped.txt,33,pErANia,pErA,Nia,no,no
mbc123-not-stripped.txt,89,manaakihia,manaaki,hia,no,no
mbc272-not-stripped.txt,43,mahia,mahi,a,no,no
mbc135-not-stripped.txt,27,fakatUria,fakatU,ria,no,no
mbc123-not-stripped.txt,26,kitea,kite,a,no,no
mbc123-not-stripped.txt,26,mOhiotia,mOhio,tia,no,no
mbc123-not-stripped.txt,55,taNihia,taNi,hia,no,no
mbc123-not-stripped.txt,12,kitea,kite,a,no,no
mbc135-not-stripped.txt,0,herea,here,a,no,no
mbc123-not-stripped.txt,26,kitea,kite,a,no,no
mbc123-not-stripped.txt,100,hIkoiNia,hIkoi,Nia,no,no
mbc123-not-stripped.txt,81,kitea,kite,a,no,no
mbc123-not-stripped.txt,76,kitea,kite,a,no,no
mbc123-not-stripped.txt,38,fakaakona,fakaako,na,no,no
mbc123-not-stripped.txt,71,kitea,kite,a,no,no
mbc121-not-stripped.txt,1,kitea,kite,a,no,no
mbc123-not-stripped.txt,58,horoia,horoi,a,no,no
mbc123-not-stripped.txt,24,taea,tae,a,no,no
mbc123-not-stripped.txt,26,poroa,poro,a,no,no
mbc135-not-stripped.txt,2,pEheatia,pEhea,tia,no,no
mbc123-not-stripped.txt,43,takahia,takahi,a,no,no
mbc123-not-stripped.txt,71,tunua,tunu,a,no,no
mbc272-not-stripped.txt,29,meiNa,mea,Na,no,no
mbc121-not-stripped.txt,1,manaakitia,manaaki,tia,no,no
mbc121-not-stripped.txt,4,kotia,koti,a,no,no
mbc123-not-stripped.txt,26,mOhiotia,mOhio,tia,no,no
mbc123-not-stripped.txt,3,tAkiritia,tAkiri,tia,no,no
mbc133-not-stripped.txt,3,fakatUria,fakatU,ria,no,no
mbc135-not-stripped.txt,56,fakaakona,fakaako,na,no,no
mbc123-not-stripped.txt,93,fakaarohia,fakaaro,hia,no,no
mbc123-not-stripped.txt,101,fAia,fai,a,no,no
mbc123-not-stripped.txt,97,kauria,kau,ria,no,no
mbc123-not-stripped.txt,38,kIia,kI,ia,no,no
mbc121-not-stripped.txt,1,mihia,mihi,a,no,no
mbc123-not-stripped.txt,95,raNona,roNo,na,no,no
mbc121-not-stripped.txt,1,raNona,roNo,na,no,no
mbc121-not-stripped.txt,1,takahia,takahi,a,no,no
mbc123-not-stripped.txt,3,takahia,takahi,a,no,no
mbc123-not-stripped.txt,97,fakafitia,fakafiti,a,no,no
mbc123-not-stripped.txt,3,kitea,kite,a,no,no
mbc164-not-stripped.txt,15,pEhia,pEhi,a,no,no
mbc164-not-stripped.txt,15,pEhia,pEhi,a,no,no
mbc164-not-stripped.txt,37,pEhia,pEhi,a,no,no
mbc164-not-stripped.txt,15,pEhia,pEhi,a,no,no
mbc164-not-stripped.txt,17,kitea,kite,a,no,no
mbc164-not-stripped.txt,35,fakatUria,fakatU,ria,no,no
mbc164-not-stripped.txt,25,fakatUria,fakatU,ria,no,no
mbc164-not-stripped.txt,33,hopuNia,hopu,Nia,no,no
mbc083-not-stripped.txt,71,tonoa,tono,a,no,no
mbc139-not-stripped.txt,12,mahia,mahi,a,no,no
mbc259-not-stripped.txt,12,tukua,tuku,a,no,no
mbc259-not-stripped.txt,12,tukua,tuku,a,no,no
mbc259-not-stripped.txt,8,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,haerehia,haere,hia,no,no
mbc259-not-stripped.txt,7,tukua,tuku,a,no,no
mbc259-not-stripped.txt,8,kOrerorerohia,kOrerorero,hia,no,no
mbc259-not-stripped.txt,7,tukua,tuku,a,no,no
mbc259-not-stripped.txt,8,fakatApirihia,fakatApiri,hia,no,no
mbc259-not-stripped.txt,10,tukua,tuku,a,no,no
mbc259-not-stripped.txt,7,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,tiakihia,tiaki,hia,no,no
mbc259-not-stripped.txt,13,mahia,mahi,a,no,no
mbc259-not-stripped.txt,8,tukua,tuku,a,no,no
mbc259-not-stripped.txt,11,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,8,tukua,tuku,a,no,no
mbc259-not-stripped.txt,7,kIia,kI,ia,no,no
mbc259-not-stripped.txt,7,putahia,puta,hia,no,no
mbc259-not-stripped.txt,0,warewarehia,wareware,hia,no,no
mbc259-not-stripped.txt,1,tukua,tuku,a,no,no
mbc259-not-stripped.txt,2,tukua,tuku,a,no,no
mbc259-not-stripped.txt,8,haerehia,haere,hia,no,no
mbc259-not-stripped.txt,8,kIia,kI,ia,no,no
mbc259-not-stripped.txt,13,tukua,tuku,a,no,no
mbc259-not-stripped.txt,10,haerehia,haere,hia,no,no
mbc259-not-stripped.txt,7,atutia,atu,tia,no,no
mbc259-not-stripped.txt,10,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,0,fakapirihia,fakapiri,hia,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,7,kOrerorerohia,kOrerorero,hia,no,no
mbc259-not-stripped.txt,13,tukua,tuku,a,no,no
mbc259-not-stripped.txt,3,tukua,tuku,a,no,no
mbc259-not-stripped.txt,2,fakahokia,fakahoki,a,no,no
mbc259-not-stripped.txt,3,tukua,tuku,a,no,no
mbc259-not-stripped.txt,7,fakahurihia,fakahuri,hia,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,5,tukua,tuku,a,no,no
mbc259-not-stripped.txt,7,fakamutua,fakamutu,a,no,no
mbc259-not-stripped.txt,0,tukua,tuku,a,no,no
mbc259-not-stripped.txt,3,tukua,tuku,a,no,no
mbc259-not-stripped.txt,11,tukua,tuku,a,no,no
mbc259-not-stripped.txt,3,tukua,tuku,a,no,no
mbc259-not-stripped.txt,13,haerehia,haere,hia,no,no
mbc199-not-stripped.txt,16,purua,puru,a,no,no
mbc199-not-stripped.txt,8,fakaritea,fakarite,a,no,no
mbc199-not-stripped.txt,16,fakarerea,fakarere,a,no,no
mbc199-not-stripped.txt,16,fakahokia,fakahoki,a,no,no
mbc199-not-stripped.txt,8,kOrerohia,kOrero,hia,no,no
mbc199-not-stripped.txt,18,kIia,kI,ia,no,no
mbc199-not-stripped.txt,22,kaiNa,kai,Na,no,no
mbc199-not-stripped.txt,16,purua,puru,a,no,no
mbc199-not-stripped.txt,8,waihotia,waiho,tia,no,no
mbc199-not-stripped.txt,47,kohia,kohi,a,no,no
mbc199-not-stripped.txt,8,heria,heri,a,no,no
mbc199-not-stripped.txt,8,akohia,ako,hia,no,no
mbc199-not-stripped.txt,8,fakahouhia,fakahou,hia,no,no
mbc199-not-stripped.txt,8,purua,puru,a,no,no
mbc199-not-stripped.txt,41,tirohia,titiro,hia,no,no
mbc199-not-stripped.txt,6,kIia,kI,ia,no,no
mbc199-not-stripped.txt,41,fAia,fai,a,no,no
mbc199-not-stripped.txt,37,kIia,kI,ia,no,no
mbc199-not-stripped.txt,8,tirohia,titiro,hia,no,no
mbc199-not-stripped.txt,41,kIia,kI,ia,no,no
mbc199-not-stripped.txt,37,kitea,kite,a,no,no
mbc199-not-stripped.txt,8,heria,heri,a,no,no
mbc199-not-stripped.txt,41,fAia,fai,a,no,no
mbc199-not-stripped.txt,29,kohia,kohi,a,no,no
mbc199-not-stripped.txt,31,taea,tae,a,no,no
mbc199-not-stripped.txt,41,titirohia,titiro,hia,no,no
mbc199-not-stripped.txt,37,urua,uru,a,no,no
mbc199-not-stripped.txt,6,mahia,mahi,a,no,no
mbc199-not-stripped.txt,8,mahia,mahi,a,no,no
mbc199-not-stripped.txt,2,hokona,hoko,na,no,no
mbc199-not-stripped.txt,2,titirohia,titiro,hia,no,no
mbc199-not-stripped.txt,2,hoatuhia,hoatu,hia,no,no
mbc199-not-stripped.txt,8,kinohia,kino,hia,no,no
mbc199-not-stripped.txt,8,mahia,mahi,a,no,no
mbc199-not-stripped.txt,2,wAnaNahia,wAnaNa,hia,no,no
mbc199-not-stripped.txt,47,heria,heri,a,no,no
mbc199-not-stripped.txt,8,fakaritea,fakarite,a,no,no
mbc199-not-stripped.txt,20,mahia,mahi,a,no,no
mbc199-not-stripped.txt,41,fAia,fai,a,no,no
mbc199-not-stripped.txt,2,tIkina,tiki,na,no,no
mbc199-not-stripped.txt,8,kohia,kohi,a,no,no
mbc199-not-stripped.txt,29,fakamahia,fakamahi,a,no,no
mbc199-not-stripped.txt,37,fAia,fai,a,no,no
mbc199-not-stripped.txt,2,kIia,kI,ia,no,no
mbc162-not-stripped.txt,161,kitea,kite,a,no,no
mbc162-not-stripped.txt,163,fAia,fai,a,no,no
mbc162-not-stripped.txt,84,tirohia,titiro,hia,no,no
mbc162-not-stripped.txt,73,kEhia,kE,hia,no,no
mbc162-not-stripped.txt,91,tirohia,titiro,hia,no,no
mbc162-not-stripped.txt,161,kitea,kite,a,no,no
mbc162-not-stripped.txt,158,tautokona,tautoko,na,no,no
mbc162-not-stripped.txt,86,fakatikahia,fakatika,hia,no,no
mbc162-not-stripped.txt,104,kOrerotia,kOrero,tia,no,no
mbc162-not-stripped.txt,161,kitea,kite,a,no,no
mbc162-not-stripped.txt,102,raNona,roNo,na,no,no
mbc162-not-stripped.txt,89,kitea,kite,a,no,no
mbc162-not-stripped.txt,110,firifirihia,firifiri,hia,no,no
mbc162-not-stripped.txt,154,kitea,kite,a,no,no
mbc162-not-stripped.txt,89,taea,tae,a,no,no
mbc162-not-stripped.txt,71,kIia,kI,ia,no,no
mbc162-not-stripped.txt,89,tirohia,titiro,hia,no,no
mbc162-not-stripped.txt,129,taea,tae,a,no,no
mbc162-not-stripped.txt,89,kOrerotia,kOrero,tia,no,no
mbc051-not-stripped.txt,66,tautokona,tautoko,na,no,no
mbc162-not-stripped.txt,150,kitea,kite,a,no,no
mbc162-not-stripped.txt,84,Afinatia,Afina,tia,no,no
mbc162-not-stripped.txt,73,mahia,mahi,a,no,no
mbc162-not-stripped.txt,89,kOrerotia,kOrero,tia,no,no
mbc162-not-stripped.txt,117,tirohia,titiro,hia,no,no
mbc162-not-stripped.txt,84,uiuia,uiui,a,no,no
mbc162-not-stripped.txt,114,mahia,mahi,a,no,no
mbc162-not-stripped.txt,102,kOrerotia,kOrero,tia,no,no
mbc162-not-stripped.txt,86,mahia,mahi,a,no,no
mbc162-not-stripped.txt,84,tirohia,titiro,hia,no,no
mbc162-not-stripped.txt,89,taea,tae,a,no,no
mbc162-not-stripped.txt,106,taea,tae,a,no,no
mbc099-not-stripped.txt,31,fakaarohia,fakaaro,hia,no,no
mbc099-not-stripped.txt,31,taea,tae,a,no,no
mbc099-not-stripped.txt,31,fakamatakuNia,fakamataku,Nia,no,no
mbc099-not-stripped.txt,31,Afinatia,Afina,tia,no,no
mbc134-not-stripped.txt,21,tuferatia,tufera,tia,no,no
mbc134-not-stripped.txt,21,kOrerotia,kOrero,tia,no,no
mbc134-not-stripped.txt,21,karaNatia,karaNa,tia,no,no
mbc150-not-stripped.txt,25,fAia,fai,a,no,no
mbc150-not-stripped.txt,25,pupuritia,pupuri,tia,no,no
mbc196-not-stripped.txt,9,fakaritea,fakarite,a,no,no
mbc195-not-stripped.txt,4,fakahaerehia,fakahaere,hia,no,no
mbc195-not-stripped.txt,11,kitea,kite,a,no,no
mbc195-not-stripped.txt,6,roNohia,roNo,hia,no,no
mbc195-not-stripped.txt,9,pAnuihia,pAnui,hia,no,no
mbc195-not-stripped.txt,6,tirohia,titiro,hia,no,no
mbc196-not-stripped.txt,9,tirohia,titiro,hia,no,no
mbc196-not-stripped.txt,8,tohea,tohe,a,no,no
mbc134-not-stripped.txt,15,fakamaua,fakamau,a,no,no
mbc134-not-stripped.txt,20,fakahOnoretia,fakahOnore,tia,no,no
mbc134-not-stripped.txt,20,manaakitia,manaaki,tia,no,no
mbc134-not-stripped.txt,15,fakawAteaNia,fakawAtea,Nia,no,no
mbc134-not-stripped.txt,19,fakaaria,fakaari,a,no,no
mbc134-not-stripped.txt,15,karaNatia,karaNa,tia,no,no
mbc134-not-stripped.txt,20,arohatia,aroha,tia,no,no
mbc134-not-stripped.txt,20,fakaarohia,fakaaro,hia,no,no
mbc134-not-stripped.txt,20,manaakitia,manaaki,tia,no,no
mbc134-not-stripped.txt,15,utainaNia,uta,ina/Nia,no,yes
mbc134-not-stripped.txt,20,fakakorOriatia,fakakorOria,tia,no,no
mbc218-not-stripped.txt,31,fakariteNia,fakarite,Nia,no,no
mbc218-not-stripped.txt,31,manaakitia,manaaki,tia,no,no
mbc218-not-stripped.txt,31,haNaNia,haNa,Nia,no,no
mbc218-not-stripped.txt,31,mauria,mau,ria,no,no
mbc109-not-stripped.txt,27,paiNia,pai,Nia,no,no
mbc109-not-stripped.txt,27,kimihia,kimi,hia,no,no
mbc074-not-stripped.txt,20,haNatia,haNa,tia,no,no
mbc074-not-stripped.txt,20,tautohetia,tautohe,tia,no,no
mbc074-not-stripped.txt,20,fakahokia,fakahoki,a,no,no
mbc074-not-stripped.txt,20,fakaarotia,fakaaro,tia,no,no
mbc223-not-stripped.txt,14,pupurihia,pupuri,hia,no,no
mbc223-not-stripped.txt,38,mahia,mahi,a,no,no
mbc223-not-stripped.txt,38,taea,tae,a,no,no
mbc223-not-stripped.txt,14,pupurihia,pupuri,hia,no,no
mbc223-not-stripped.txt,38,tirotirohia,tirotiro,hia,no,no
mbc223-not-stripped.txt,14,fakahuahia,fakahua,hia,no,no
mbc223-not-stripped.txt,14,pupurihia,pupuri,hia,no,no
mbc223-not-stripped.txt,14,aukatihia,aukati,hia,no,no
mbc223-not-stripped.txt,38,nohoNia,noho,Nia,no,no
mbc223-not-stripped.txt,38,fakaputahia,fakaputa,hia,no,no
mbc223-not-stripped.txt,14,fANaihia,fANai,hia,no,no
mbc223-not-stripped.txt,14,pupurihia,pupuri,hia,no,no
mbc223-not-stripped.txt,14,fakahorahia,fakahora,hia,no,no
mbc223-not-stripped.txt,38,fAnauhia,fAnau,hia,no,no
mbc223-not-stripped.txt,14,tukuna,tuku,na,no,no
mbc223-not-stripped.txt,38,tirotirohia,tirotiro,hia,no,no
mbc223-not-stripped.txt,38,tukuna,tuku,na,no,no
mbc223-not-stripped.txt,14,tukuna,tuku,na,no,no
mbc223-not-stripped.txt,38,tukuna,tuku,na,no,no
mbc176-not-stripped.txt,190,meatia,mea,tia,no,no
mbc176-not-stripped.txt,178,patua,patu,a,no,no
mbc176-not-stripped.txt,178,arohaina,aroha,ina,no,no
mbc176-not-stripped.txt,169,taea,tae,a,no,no
mbc176-not-stripped.txt,180,tukuna,tuku,na,no,no
mbc176-not-stripped.txt,169,haria,hari,a,no,no
mbc005-not-stripped.txt,8,fakaroNotia,fakaroNo,tia,no,no
mbc005-not-stripped.txt,4,fANaia,fANai,a,no,no
mbc005-not-stripped.txt,4,fANaia,fANai,a,no,no
mbc085-not-stripped.txt,19,kINia,kI,Nia,no,no
mbc085-not-stripped.txt,17,kINia,kI,Nia,no,no
mbc100-not-stripped.txt,13,mauria,mau,ria,no,no
mbc100-not-stripped.txt,13,aetia,ae,tia,no,no
mbc100-not-stripped.txt,13,tuhituhia,tuhituhi,a,no,no
mbc100-not-stripped.txt,13,iotia,io,tia,no,no
mbc100-not-stripped.txt,13,hurihurihia,hurihuri,hia,no,no
mbc208-not-stripped.txt,7,kIia,kI,ia,no,no
mbc208-not-stripped.txt,1,meatia,mea,tia,no,no
mbc049-not-stripped.txt,53,tapatapahia,tapatapahi,a,no,no
mbc080-not-stripped.txt,14,waihoNia,waiho,Nia,no,no
mbc060-not-stripped.txt,7,tahuNia,tahu,Nia,no,no
mbc009-not-stripped.txt,15,tukuna,tuku,na,no,no
mbc009-not-stripped.txt,15,ahahia,aha,hia,no,no
mbc009-not-stripped.txt,15,katia,kati,a,no,no
mbc009-not-stripped.txt,19,akohia,ako,hia,no,no
mbc009-not-stripped.txt,15,fakahokia,fakahoki,a,no,no
mbc009-not-stripped.txt,21,haria,hari,a,no,no
mbc009-not-stripped.txt,17,heria,heri,a,no,no
mbc009-not-stripped.txt,15,fakahokia,fakahoki,a,no,no
mbc009-not-stripped.txt,31,patua,patu,a,no,no
mbc009-not-stripped.txt,21,fakaaehia,fakaae,hia,no,no
mbc006-not-stripped.txt,8,fakatUhia,fakatU,hia,no,no
mbc008-not-stripped.txt,4,kOrerohia,kOrero,hia,no,no
mbc006-not-stripped.txt,8,fakahokia,fakahoki,a,no,no
mbc006-not-stripped.txt,8,pANia,pA,Nia,no,no
mbc006-not-stripped.txt,9,pOhirihia,pOhiri,hia,no,no
mbc197-not-stripped.txt,16,hikitia,hiki,tia,no,no
mbc197-not-stripped.txt,16,kitea,kite,a,no,no
mbc006-not-stripped.txt,8,fakahokia,fakahoki,a,no,no
mbc006-not-stripped.txt,7,fakatakotohia,fakatakoto,hia,no,no
mbc004-not-stripped.txt,12,fakarerea,fakarere,a,no,no
mbc004-not-stripped.txt,3,taea,tae,a,no,no
mbc004-not-stripped.txt,12,heria,heri,a,no,no
mbc006-not-stripped.txt,7,fakatakotohia,fakatakoto,hia,no,no
mbc197-not-stripped.txt,16,tirohia,titiro,hia,no,no
mbc006-not-stripped.txt,7,fakatauhia,fakatau,hia,no,no
mbc230-not-stripped.txt,9,kOrerotia,kOrero,tia,no,no
mbc230-not-stripped.txt,5,kitea,kite,a,no,no
mbc230-not-stripped.txt,5,fakaaetia,fakaae,tia,no,no
mbc230-not-stripped.txt,56,waipukehia,waipuke,hia,no,no
mbc230-not-stripped.txt,52,kitea,kite,a,no,no
mbc230-not-stripped.txt,52,kitea,kite,a,no,no
mbc230-not-stripped.txt,52,mOhiotia,mOhio,tia,no,no
mbc230-not-stripped.txt,56,waipukehia,waipuke,hia,no,no
mbc224-not-stripped.txt,9,tuhia,tuhi,a,no,no
mbc224-not-stripped.txt,7,fakamahia,fakamahi,a,no,no
mbc100-not-stripped.txt,25,taea,tae,a,no,no
mbc100-not-stripped.txt,25,pErAtia,pErA,tia,no,no
mbc100-not-stripped.txt,40,taea,tae,a,no,no
mbc100-not-stripped.txt,25,taNohia,taNo,hia,no,no
mbc100-not-stripped.txt,25,taea,tae,a,no,no
mbc224-not-stripped.txt,5,mahia,mahi,a,no,no
mbc100-not-stripped.txt,25,tirohia,titiro,hia,no,no
mbc100-not-stripped.txt,23,tuhia,tuhi,a,no,no
mbc224-not-stripped.txt,7,tautokotia,tautoko,tia,no,no
mbc224-not-stripped.txt,11,hokona,hoko,na,no,no
mbc224-not-stripped.txt,13,fakaarohia,fakaaro,hia,no,no
mbc100-not-stripped.txt,25,fakaputaina,fakaputa,ina,no,no
mbc100-not-stripped.txt,23,tAia,tA,ia,no,no
mbc100-not-stripped.txt,40,tuhia,tuhi,a,no,no
mbc100-not-stripped.txt,25,mahia,mahi,a,no,no
mbc100-not-stripped.txt,23,mOhiotia,mOhio,tia,no,no
mbc100-not-stripped.txt,40,kitea,kite,a,no,no
mbc100-not-stripped.txt,23,mahia,mahi,a,no,no
mbc224-not-stripped.txt,7,tAia,tA,ia,no,no
mbc224-not-stripped.txt,13,hOhonutia,hOhonu,tia,no,no
mbc100-not-stripped.txt,23,mahia,mahi,a,no,no
mbc100-not-stripped.txt,23,tirohia,titiro,hia,no,no
mbc100-not-stripped.txt,23,fakaaea,fakaae,a,no,no
