SubHead,kei.te,AE,Key,Diff,DiffAbs,Count
whakapahū,-0.0005232252619233966,0.0015293894300517535,0.0010061641681283569,-0.0020526146919751503,0.0020526146919751503,10.0
whakapai,-0.000370209372080993,0.0005410617011164703,0.00017085232903547734,-0.0009112710731974633,0.0009112710731974633,15.0
whakapaipai,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
whakapakari,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,10.0
whakapaoho,0.0007016074949122848,-0.0003418002292229524,0.0003598072656893324,0.0010434077241352371,0.0010434077241352371,12.0
whakapapa,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,13.0
whakapati,0.0007016074949122848,-0.0003418002292229524,0.0003598072656893324,0.0010434077241352371,0.0010434077241352371,11.0
whakapau,2.5366343146484508e-05,-2.471530582238272e-05,6.510373241017876e-07,5.008164896886723e-05,5.008164896886723e-05,12.0
whakapaunga,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
whakapiri,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
whakapono,0.0016457748152096435,-0.0005345117825063005,0.001111263032703343,0.002180286597715944,0.002180286597715944,16.0
whakapoto,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
whakapuaki,-0.0003254374043096579,0.0006341698468011394,0.0003087324424914815,-0.0009596072511107972,0.0009596072511107972,9.0
whakapuaretanga,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
whakapupū,-0.0003254374043096579,0.0006341698468011394,0.0003087324424914815,-0.0009596072511107972,0.0009596072511107972,9.0
whakaputa,-0.0011968414309953379,0.0040814340624484545,0.0028845926314531164,-0.005278275493443793,0.005278275493443793,25.0
whakaputaputa,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
whakapā,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,10.0
whakapākehā,0.0007016074949122848,-0.0003418002292229524,0.0003598072656893324,0.0010434077241352371,0.0010434077241352371,10.0
whakapīataata,-0.0003254374043096579,0.0006341698468011394,0.0003087324424914815,-0.0009596072511107972,0.0009596072511107972,9.0
whakapōrearea,0.0007016074949122848,-0.0003418002292229524,0.0003598072656893324,0.0010434077241352371,0.0010434077241352371,9.0
whakapōtae,0.0007016074949122848,-0.0003418002292229524,0.0003598072656893324,0.0010434077241352371,0.0010434077241352371,9.0
whakarahi,-0.0003254374043096579,0.0006341698468011394,0.0003087324424914815,-0.0009596072511107972,0.0009596072511107972,10.0
whakarangatira,-0.000663557980192558,0.002586109998849323,0.001922552018656765,-0.0032496679790418813,0.0032496679790418813,11.0
whakarapu,1.2683171573242254e-05,-1.235765291119136e-05,3.255186620508938e-07,2.5040824484433614e-05,2.5040824484433614e-05,9.0
