SubHead,kua,ka,Key,Diff,DiffAbs,Count
koata,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kohete,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kohi,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,10.0
kohikohi,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,11.0
kohu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
koi,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
koira,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
komiti,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
konei,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
konā,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kore,0.026620723196704995,-0.00590701241659761,0.020713710780107385,0.032527735613302605,0.032527735613302605,74.0
korikori,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
koroua,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
korowai,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kotahi,0.0027264572770607704,-0.0006806114536654891,0.0020458458233952813,0.0034070687307262595,0.0034070687307262595,22.0
kotiti,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kuhu,2.169537677861126e-06,-2.1663456165400947e-06,3.1920613210311277e-09,4.335883294401221e-06,4.335883294401221e-06,16.0
kui,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kuia,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kuini,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kuki,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kukume,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,8.0
kume,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kumeatanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,8.0
kupenga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,8.0
kupu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
kura,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,21.0
kuratini,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kuti,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
kā,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kāhaki,1.446358451907345e-06,-1.4442304110266576e-06,2.128040880687489e-09,2.8905888629340024e-06,2.8905888629340024e-06,10.0
kāhore,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
kāinga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,13.0
kākahu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kāwai,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kāwana,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
kāwanatanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
kēmu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kī,-0.00046428619850723724,0.0004967175962450441,3.243139773780691e-05,-0.0009610037947522813,0.0009610037947522813,101.0
kīnaki,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kōanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kōhanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kōhatu,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
kōhungahunga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kōhuru,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,13.0
kōkiri,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,17.0
kōmihana,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
kōrero,-0.004207047058497479,0.009165506597102895,0.0049584595386054165,-0.013372553655600375,0.013372553655600375,143.0
kōrerorero,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
kōti,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
kūpeke,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
maha,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,20.0
mahana,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,10.0
mahara,-0.0006794447815873317,0.0013568902160978984,0.0006774454345105667,-0.0020363349976852303,0.0020363349976852303,23.0
mahau,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mahea,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mahi,4.339075355722252e-06,-4.332691233080189e-06,6.384122642062255e-09,8.671766588802442e-06,8.671766588802442e-06,101.0
mahue,0.002253838715074157,-0.0009002090483356517,0.0013536296667385054,0.003154047763409809,0.003154047763409809,15.0
makariri,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
makere,1.446358451907345e-06,-1.4442304110266576e-06,2.128040880687489e-09,2.8905888629340024e-06,2.8905888629340024e-06,15.0
mamae,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mamaetanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mana,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,44.0
manaaki,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,34.0
manahau,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
manawanui,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
manga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
manu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
manuhiri,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
maoa,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
marae,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,28.0
marama,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
marangai,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
marara,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
maremare,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
maru,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,14.0
marumaru,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mataara,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
mataku,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
matapihi,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
matapiko,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
matatau,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
mate,0.002729349993964585,-0.001362667137742005,0.00136668285622258,0.00409201713170659,0.00409201713170659,23.0
matemate,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,10.0
matenga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
matetanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
matā,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
mau,-0.002952072699159592,0.01326478178994614,0.010312709090786548,-0.01621685448910573,0.01621685448910573,76.0
mauhere,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
maumahara,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,16.0
maumau,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
maunga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mauri,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mautanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mea,-0.002038334344761995,0.004070670648293694,0.002032336303531699,-0.006109004993055689,0.006109004993055689,149.0
meahia,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
mekemeke,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
mema,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
memeha,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,10.0
mene,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
mere,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mihi,-0.0010784637448095174,0.009691892918042962,0.008613429173233444,-0.01077035666285248,0.01077035666285248,79.0
mimi,0.001620949923731068,-0.0005395216682551013,0.0010814282554759667,0.002160471591986169,0.002160471591986169,10.0
mimiti,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
minita,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,15.0
mirimiri,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
moana,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
moe,-0.0020405038824398555,0.008150006679053549,0.006109502796613694,-0.010190510561493404,0.010190510561493404,29.0
moemoe,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,10.0
moemoeā,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mokopuna,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
moni,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
morimori,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
moss,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
motu,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
motu-ngangara,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
moumou,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
moutere,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,14.0
mua,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mui,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
muku,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mura,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
muramura,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
muru,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,13.0
mutu,0.0010401290368784834,-0.0009616654492419086,7.846358763657479e-05,0.002001794486120392,0.002001794486120392,63.0
mutunga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,20.0
muturanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mā,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māeneene,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māharahara,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,14.0
māhia,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māia,1.446358451907345e-06,-1.4442304110266576e-06,2.128040880687489e-09,2.8905888629340024e-06,2.8905888629340024e-06,11.0
mākū,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māmā,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,11.0
māngai,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
mānuka,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māori,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
māra,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mārama,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,20.0
māramatanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mārena,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māroha,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
mārō,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mātakitaki,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,15.0
mātao,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mātau,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,19.0
mātauranga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
mātenga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,8.0
mātotoru,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
mātotorutanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mātua,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,11.0
māturuturu,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
mātāmua,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
māuiui,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mīharo,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,11.0
mōhio,0.0005304667407802136,-0.0004634754775379845,6.699126324222909e-05,0.000993942218318198,0.000993942218318198,160.0
mōhiotanga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
mōmona,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
mōrehu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
nama,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
nanakia,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
neke,0.003956066565172255,-0.0007900491933978137,0.0031660173717744412,0.004746115758570068,0.004746115758570068,13.0
nekenga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
ngahere,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
ngahoro,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
ngaro,0.0067615161452224725,-0.0027006271450069554,0.004060889000215517,0.009462143290229428,0.009462143290229428,33.0
ngaronga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
ngaru,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
ngau,1.446358451907345e-06,-1.4442304110266576e-06,2.128040880687489e-09,2.8905888629340024e-06,2.8905888629340024e-06,11.0
ngenge,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
ngoikore,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
nguha,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
ngutu,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,8.0
ngāherehere,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
ngākau,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
ngākaunui,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
ngāwari,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,11.0
nineteen,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
nohinohi,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
noho,-0.004639497836694384,0.010949951289993041,0.006310453453298657,-0.015589449126687426,0.015589449126687426,132.0
nohonoho,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
nohopuku,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
nui,-0.001837259119840422,0.011924613630195265,0.010087354510354843,-0.013761872750035686,0.013761872750035686,39.0
nuinga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,34.0
nuku,-0.00039684942554432483,0.00059439830584226,0.0001975488802979352,-0.0009912477313865848,0.0009912477313865848,14.0
nukunuku,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
nunui,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
nēra,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
nūpepa,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
oho,0.001620949923731068,-0.0005395216682551013,0.0010814282554759667,0.002160471591986169,0.002160471591986169,12.0
ohooho,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
ohorere,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,12.0
okioki,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
oma,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,12.0
omaoma,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,9.0
one,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,10.0
ono,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,13.0
ope,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
ora,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,108.0
oranga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,14.0
oriori,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
otaota,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
oti,0.011337579710505849,-0.0031446940617118834,0.008192885648793965,0.014482273772217733,0.014482273772217733,37.0
otinga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,10.0
pae,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
paepae,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
pahemo,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
pahure,0.0006823374984911462,-0.00034066678443550125,0.000341670714055645,0.0010230042829266475,0.0010230042829266475,9.0
pahūpahū,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
pai,-0.0012463047163307885,0.002903765704944646,0.0016574609886138576,-0.004150070421275434,0.004150070421275434,84.0
paihere,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
painga,7.231792259536725e-07,-7.221152055133288e-07,1.0640204403437445e-09,1.4452944314670012e-06,1.4452944314670012e-06,9.0
pakanga,-0.000898642769125848,0.002243301468783995,0.0013446586996581473,-0.003141944237909843,0.003141944237909843,20.0
pakari,0.0005996132136722095,-0.00039915399805022674,0.00020045921562198278,0.0009987672117224363,0.0009987672117224363,16.0
pakaru,-0.00039684942554432483,0.00059439830584226,0.0001975488802979352,-0.0009912477313865848,0.0009912477313865848,13.0
pakeke,-0.00033972239079366586,0.0006784451080489492,0.00033872271725528334,-0.0010181674988426152,0.0010181674988426152,12.0
