SubHead,AVP,APV,Key,Diff,DiffAbs,Count
whāngai,-0.007660670112217804,0.015739956077562265,0.008079285965344461,-0.023400626189780067,0.023400626189780067,40.0
wikitōria,-0.0008368028788306094,0.0011462217939537675,0.00030941891512315813,-0.0019830246727843767,0.0019830246727843767,8.0
wānanga,-0.0008368028788306094,0.0011462217939537675,0.00030941891512315813,-0.0019830246727843767,0.0019830246727843767,8.0
wētahi,-0.0013401397114365086,0.0036713481347914554,0.002331208423354947,-0.005011487846227964,0.005011487846227964,6.0
{unclear,-0.0013401397114365086,0.0036713481347914554,0.002331208423354947,-0.005011487846227964,0.005011487846227964,6.0
āhei,0.001006673665211798,-0.0006894522734419601,0.00031722139176983794,0.0016961259386537582,0.0016961259386537582,6.0
ārahi,-0.00330425159065335,0.005431250702013812,0.002126999111360462,-0.008735502292667162,0.008735502292667162,22.0
āta,-0.0006083399675937463,0.0006666253633959884,5.828539580224215e-05,-0.0012749653309897346,0.0012749653309897346,18.0
āwhina,-0.0057455025841633535,0.0118049670581717,0.006059464474008346,-0.017550469642335052,0.017550469642335052,30.0
ētahi,-0.0013401397114365086,0.0036713481347914554,0.002331208423354947,-0.005011487846227964,0.005011487846227964,6.0
ōrite,0.001006673665211798,-0.0006894522734419601,0.00031722139176983794,0.0016961259386537582,0.0016961259386537582,6.0
ū,0.003127557471653459,-0.0014280043829285982,0.0016995530887248607,0.0045555618545820575,0.0045555618545820575,8.0
