SubHead,AV,AVP,Key,Diff,DiffAbs,Count
tonotono,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tope,-0.0008468928758816351,0.0021030357195303494,0.0012561428436487143,-0.0029499285954119846,0.0029499285954119846,8.0
tuarua,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tuhi,3.132115073221173e-05,-3.111113607990327e-05,2.1001465230846642e-07,6.243228681211501e-05,6.243228681211501e-05,20.0
tuhituhi,0.006485205513487755,-0.0016104302246210055,0.0048747752888667496,0.00809563573810876,0.00809563573810876,14.0
tuitui,-0.0008468928758816351,0.0021030357195303494,0.0012561428436487143,-0.0029499285954119846,0.0029499285954119846,10.0
tuki,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tukituki,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tuku,-0.008570946366513298,0.031925536639197505,0.023354590272684207,-0.04049648300571081,0.04049648300571081,70.0
tunu,0.0005280707820425522,-0.00043710830051152296,9.096248153102923e-05,0.0009651790825540752,0.0009651790825540752,12.0
turaki,-0.0014922813121571892,0.007411376320262758,0.005919095008105569,-0.008903657632419947,0.008903657632419947,16.0
tutuki,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tuwhera,-0.0012244209095018997,0.004560790948456788,0.0033363700389548888,-0.005785211857958688,0.005785211857958688,12.0
tā,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,12.0
tāhae,-0.0011580649464526908,0.0021568122875552428,0.000998747341102552,-0.0033148772340079336,0.0033148772340079336,12.0
tākiri,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,10.0
tāmi,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tārai,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,10.0
tātaki,-0.00020150443960608076,0.0002501916394646598,4.8687199858579044e-05,-0.00045169607907074054,0.00045169607907074054,8.0
tātari,-0.0004030088792121615,0.0005003832789293196,9.737439971715809e-05,-0.0009033921581414811,0.0009033921581414811,10.0
tāua,-0.00020150443960608076,0.0002501916394646598,4.8687199858579044e-05,-0.00045169607907074054,0.00045169607907074054,8.0
tēnei,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,10.0
tētahi,-0.0008468928758816351,0.0021030357195303494,0.0012561428436487143,-0.0029499285954119846,0.0029499285954119846,12.0
tīkai,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tīmata,-0.004895032527337273,0.008778990898738988,0.003883958371401715,-0.013674023426076262,0.013674023426076262,52.0
tīni,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tō,0.004357089731780111,-0.00135246080113637,0.0030046289306437414,0.005709550532916481,0.005709550532916481,14.0
tū,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,10.0
tūkino,-0.0012244209095018997,0.004560790948456788,0.0033363700389548888,-0.005785211857958688,0.005785211857958688,10.0
tūmanako,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
tūtaki,-0.00020150443960608076,0.0002501916394646598,4.8687199858579044e-05,-0.00045169607907074054,0.00045169607907074054,8.0
ui,-0.00020150443960608076,0.0002501916394646598,4.8687199858579044e-05,-0.00045169607907074054,0.00045169607907074054,8.0
utu,0.002236871637420339,-0.0015870521146751071,0.0006498195227452317,0.0038239237520954457,0.0038239237520954457,28.0
waea,-0.00020150443960608076,0.0002501916394646598,4.8687199858579044e-05,-0.00045169607907074054,0.00045169607907074054,8.0
waiata,-0.0016937857517632703,0.004206071439060699,0.0025122856872974286,-0.005899857190823969,0.005899857190823969,14.0
waihanga,-0.0016937857517632703,0.004206071439060699,0.0025122856872974286,-0.005899857190823969,0.005899857190823969,14.0
waiho,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,12.0
wawata,0.000887767993338947,-0.000551134580835855,0.00033663341250309204,0.001438902574174802,0.001438902574174802,8.0
wero,0.001775535986677894,-0.00110226916167171,0.0006732668250061841,0.002877805148349604,0.002877805148349604,14.0
whai,-0.0025739665025984334,0.004474238188794224,0.001900271686195791,-0.007048204691392657,0.007048204691392657,34.0
whaiwhai,-0.0012244209095018997,0.004560790948456788,0.0033363700389548888,-0.005785211857958688,0.005785211857958688,10.0
whaka-,0.008800802799391758,-0.0018212065908567911,0.0069795962085349664,0.010622009390248549,0.010622009390248549,16.0
whakaae,-0.000806017758424323,0.0010007665578586392,0.00019474879943431618,-0.0018067843162829621,0.0018067843162829621,18.0
whakaahua,0.0024642360908692152,-0.0010198803705562763,0.0014443557203129389,0.0034841164614254913,0.0034841164614254913,10.0
whakaako,-0.0008468928758816351,0.0021030357195303494,0.0012561428436487143,-0.0029499285954119846,0.0029499285954119846,14.0
