Argument,APV,AVP,Key,Diff,DiffAbs,Count
peita,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pereti,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pikitia,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pire,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
poaka,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
poi,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
pou,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
poupou,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
puehu,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pukapuka,-0.0016259668299547234,0.004398195358816754,0.0027722285288620304,-0.006024162188771477,0.006024162188771477,10.0
putiputi,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pā,-4.660930366197491e-05,4.7278829570931457e-05,6.695259089565438e-07,-9.388813323290638e-05,9.388813323290638e-05,10.0
pāmu,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pānui,-0.0016259668299547234,0.004398195358816754,0.0027722285288620304,-0.006024162188771477,0.006024162188771477,10.0
pātai,0.0012784400692405229,-0.0008645362678179006,0.00041390380142262225,0.0021429763370584233,0.0021429763370584233,8.0
pēhea,-0.0027585602622422155,0.014923658612086065,0.01216509834984385,-0.01768221887432828,0.01768221887432828,18.0
pēke,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
pēnei,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
pēpi,-0.0016259668299547234,0.004398195358816754,0.0027722285288620304,-0.006024162188771477,0.006024162188771477,10.0
pērā,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
pīpī,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pītau,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
pō,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
pū,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
pūtea,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rahitanga,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rama,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rangatahi,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
rangi,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
raro,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
rau-huia,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
reira,-0.0016259668299547234,0.004398195358816754,0.0027722285288620304,-0.006024162188771477,0.006024162188771477,10.0
reo,-0.0019905804758929744,0.006730581498599448,0.0047400010227064745,-0.008721161974492422,0.008721161974492422,12.0
rino,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
rite,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rohe,0.007303014460077008,-0.0016462043644814473,0.005656810095595561,0.008949218824558455,0.008949218824558455,8.0
rongo,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rongo-whakaata,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
roto,-0.0062881067273729005,0.022678873323917288,0.016390766596544388,-0.028966980051290187,0.028966980051290187,38.0
rua,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
runga,-0.004083609635144713,0.049707230652767026,0.04562362101762231,-0.05379084028791174,0.05379084028791174,38.0
rā,-0.0019905804758929744,0.006730581498599448,0.0047400010227064745,-0.008721161974492422,0.008721161974492422,12.0
rāhui,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rākau,-0.002288491516405972,0.009285459500820695,0.006996967984414723,-0.011573951017226667,0.011573951017226667,14.0
rātou,0.0673231347164378,-0.010347001116639864,0.05697613359979794,0.07767013583307766,0.07767013583307766,54.0
rāua,0.007303014460077008,-0.0016462043644814473,0.005656810095595561,0.008949218824558455,0.008949218824558455,8.0
rāwāhi,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
rīpoata,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rīwai,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rōia,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
rōpū,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
rūātoki,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tae,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
tai,0.0012784400692405229,-0.0008645362678179006,0.00041390380142262225,0.0021429763370584233,0.0021429763370584233,8.0
tainui,0.007303014460077008,-0.0016462043644814473,0.005656810095595561,0.008949218824558455,0.008949218824558455,8.0
take,-0.0034676942523554394,0.007035012869971919,0.00356731861761648,-0.010502707122327358,0.010502707122327358,24.0
tama-nui-te-rā,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tamaiti,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tamariki,-0.0017159740872109638,0.002901039064566602,0.001185064977355638,-0.004617013151777566,0.004617013151777566,14.0
tangata,0.0019176601038607842,-0.001296804401726851,0.0006208557021339333,0.0032144645055876353,0.0032144645055876353,12.0
tango,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
taonga,-0.003251933659909447,0.008796390717633508,0.005544457057724061,-0.012048324377542954,0.012048324377542954,20.0
tapu,-0.0016259668299547234,0.004398195358816754,0.0027722285288620304,-0.006024162188771477,0.006024162188771477,10.0
tara-naki,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
taraka,-0.0004933733976672309,0.0006672807057952384,0.00017390730812800743,-0.0011606541034624692,0.0011606541034624692,6.0
tari,-0.00115589808411848,0.00234500428999064,0.00118910620587216,-0.0035009023741091197,0.0035009023741091197,8.0
tatari,0.0035436269338155074,-0.00119817662071552,0.0023454503130999876,0.004741803554531027,0.004741803554531027,6.0
