SubHead,True,False,Key,Diff,DiffAbs,Count
whakatangi,-0.0019313777041790666,0.005773767091052008,0.0038423893868729415,-0.007705144795231074,0.007705144795231074,8.0
whakatatū,-0.0024387534933356463,0.009720725699271085,0.007281972205935438,-0.012159479192606732,0.012159479192606732,10.0
whakatau,-0.0044644271427969565,0.010380381564007685,0.005915954421210729,-0.014844808706804642,0.014844808706804642,20.0
whakatauira,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
whakatere,0.009804694825527122,-0.002442557981579032,0.007362136843948089,0.012247252807106153,0.012247252807106153,10.0
whakatika,0.0049147676258096944,-0.0024487462599596626,0.002466021365850032,0.0073635138857693575,0.0073635138857693575,12.0
whakatikatika,-0.0028323047302213785,0.014111746766568732,0.011279442036347353,-0.01694405149679011,0.01694405149679011,12.0
whakatinana,0.0021639483518875306,-0.0014375614710254595,0.0007263868808620711,0.00360150982291299,0.00360150982291299,10.0
whakatipu,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
whakatutuki,-0.0019313777041790666,0.005773767091052008,0.0038423893868729415,-0.007705144795231074,0.007705144795231074,8.0
