Argument,mā,nā,Key,Diff,DiffAbs,Count
tū,-0.002539723903893501,0.013001930495250964,0.010462206591357463,-0.015541654399144464,0.015541654399144464,12.0
tūpuna,-0.002192688831865181,0.008980247891014722,0.0067875590591495415,-0.011172936722879903,0.011172936722879903,10.0
tūranga,-0.002192688831865181,0.008980247891014722,0.0067875590591495415,-0.011172936722879903,0.011172936722879903,10.0
tūruhi,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
u,-0.0011146994375262303,0.002282648848182695,0.0011679494106564647,-0.0033973482857089254,0.0033973482857089254,6.0
utu,-0.0013345868301013531,0.002049695856103113,0.00071510902600176,-0.0033842826862044663,0.0033842826862044663,10.0
waenga,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
waenganui,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
wahine,-0.002192688831865181,0.008980247891014722,0.0067875590591495415,-0.011172936722879903,0.011172936722879903,10.0
waho,0.005015588169045206,-0.0017117957498386767,0.0033037924192065296,0.006727383918883883,0.006727383918883883,8.0
wai,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
wai-o-uru,-0.0011146994375262303,0.002282648848182695,0.0011679494106564647,-0.0033973482857089254,0.0033973482857089254,6.0
waiata,0.0017816199860283535,-0.0012161164023526871,0.0005655035836756664,0.002997736388381041,0.002997736388381041,10.0
waiho,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
wairua,-0.0013345868301013531,0.002049695856103113,0.00071510902600176,-0.0033842826862044663,0.0033842826862044663,10.0
waka,-0.0022293988750524607,0.00456529769636539,0.0023358988213129294,-0.006794696571417851,0.006794696571417851,12.0
wana,-7.342008637455914e-05,7.517375085802791e-05,1.7536644834687724e-06,-0.00014859383723258706,0.00014859383723258706,8.0
wawata,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
wehewehe,-0.0011146994375262303,0.002282648848182695,0.0011679494106564647,-0.0033973482857089254,0.0033973482857089254,6.0
werawera,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
whai,0.002082558702303342,-0.0010661506732333194,0.0010164080290700228,0.0031487093755366616,0.0031487093755366616,6.0
whakaaro,0.01233151908759471,-0.0025252123481921654,0.009806306739402545,0.014856731435786875,0.014856731435786875,12.0
whakaata,-0.0011146994375262303,0.002282648848182695,0.0011679494106564647,-0.0033973482857089254,0.0033973482857089254,6.0
whakahaere,-0.0011146994375262303,0.002282648848182695,0.0011679494106564647,-0.0033973482857089254,0.0033973482857089254,6.0
whakakotahi,-0.0011146994375262303,0.002282648848182695,0.0011679494106564647,-0.0033973482857089254,0.0033973482857089254,6.0
