SubHead,mā,nā,Key,Diff,DiffAbs,Count
teka,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tere,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tia,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tiaki,0.006641960219531027,-0.003557517154620607,0.0030844430649104196,0.010199477374151633,0.010199477374151633,36.0
tiki,-0.0010352711746036824,0.0013862605471901162,0.00035098937258643383,-0.0024215317217937985,0.0024215317217937985,18.0
tikitiki,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tinihanga,-0.0012899798590814888,0.005527435065693901,0.004237455206612412,-0.006817414924775389,0.006817414924775389,10.0
tino,-0.0010349425608086335,0.003325969255248258,0.0022910266944396246,-0.004360911816056892,0.004360911816056892,8.0
tiro,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tirotiro,0.005477709408213196,-0.0019559532169878082,0.0035217561912253875,0.007433662625201004,0.007433662625201004,16.0
titiro,0.034946145223188806,-0.005347883843678874,0.02959826137950993,0.04029402906686768,0.04029402906686768,48.0
tito,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
toa,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
toha,0.002738854704106598,-0.0009779766084939041,0.0017608780956126938,0.003716831312600502,0.003716831312600502,8.0
tohatoha,0.004671955465233552,-0.0012511789565012932,0.003420776508732259,0.005923134421734846,0.005923134421734846,10.0
tohe,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tohetohe,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tohi,-0.0010349425608086335,0.003325969255248258,0.0022910266944396246,-0.004360911816056892,0.004360911816056892,8.0
tohu,-0.0011131404109839687,0.0014309086992477682,0.0003177682882637995,-0.002544049110231737,0.002544049110231737,22.0
tohutohu,0.01145165805999132,-0.0027260673824354136,0.008725590677555906,0.014177725442426733,0.014177725442426733,22.0
tono,-0.0040529260664041175,0.008683192028307397,0.00463026596190328,-0.012736118094711514,0.012736118094711514,36.0
tonotono,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tope,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tuarua,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tuhi,-0.002343201929821625,0.008785338289587634,0.006442136359766008,-0.011128540219409259,0.011128540219409259,18.0
tuhituhi,0.0022139867398436757,-0.0011858390515402024,0.0010281476883034733,0.003399825791383878,0.003399825791383878,12.0
tuitui,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tuki,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tukituki,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tuku,-0.006319936172355403,0.01093627350798121,0.004616337335625807,-0.017256209680336615,0.017256209680336615,68.0
tunu,0.004671955465233552,-0.0012511789565012932,0.003420776508732259,0.005923134421734846,0.005923134421734846,10.0
turaki,-0.0012899798590814888,0.005527435065693901,0.004237455206612412,-0.006817414924775389,0.006817414924775389,10.0
tutuki,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tuwhera,0.002738854704106598,-0.0009779766084939041,0.0017608780956126938,0.003716831312600502,0.003716831312600502,8.0
tā,-0.0012899798590814888,0.005527435065693901,0.004237455206612412,-0.006817414924775389,0.006817414924775389,10.0
tāhae,-0.0012899798590814888,0.005527435065693901,0.004237455206612412,-0.006817414924775389,0.006817414924775389,10.0
tākiri,-0.00012199099277310066,0.00013067980992218195,8.688817149081292e-06,-0.0002526708026952826,0.0002526708026952826,8.0
tāmi,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tārai,-0.0010349425608086335,0.003325969255248258,0.0022910266944396246,-0.004360911816056892,0.004360911816056892,8.0
tātaki,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tātari,0.002738854704106598,-0.0009779766084939041,0.0017608780956126938,0.003716831312600502,0.003716831312600502,8.0
tāua,0.0011069933699218379,-0.0005929195257701012,0.0005140738441517367,0.001699912895691939,0.001699912895691939,6.0
tēnei,-0.0010349425608086335,0.003325969255248258,0.0022910266944396246,-0.004360911816056892,0.004360911816056892,8.0
tētahi,-0.0010349425608086335,0.003325969255248258,0.0022910266944396246,-0.004360911816056892,0.004360911816056892,8.0
tīkai,-0.0006754876777340195,0.0014471986713845662,0.0007717109936505467,-0.002122686349118586,0.002122686349118586,6.0
tīmata,-0.0061242233919417055,0.03444221360596276,0.028317990214021052,-0.040566436997904465,0.040566436997904465,50.0
