Argument,APV,AVP,Key,Diff,DiffAbs,Count
aha,-0.00514846763363661,0.0157354574154809,0.010586989781844292,-0.02088392504911751,0.02088392504911751,8.0
ako,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
atu,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
au,0.020683998710670982,-0.008428972244536346,0.012255026466134637,0.02911297095520733,0.02911297095520733,14.0
awau,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
awhi,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
haki,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
hau,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
henare,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
hoki,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
huarahi,-0.008342694272161702,0.05099618752279125,0.04265349325062955,-0.059338881794952954,0.059338881794952954,14.0
hui,-0.00390848199022303,0.0059728210695661815,0.002064339079343151,-0.009881303059789213,0.009881303059789213,10.0
hīnau,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
ia,0.062171127781428345,-0.009048380099644501,0.05312274768178384,0.07121950788107284,0.07121950788107284,16.0
ingoa,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
ināianei,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
iwi,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
kai,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
kaupapa,-0.00025721457830923136,0.00026204489902865346,4.830320719422096e-06,-0.0005192594773378848,0.0005192594773378848,12.0
kawa,-0.0032799648312948375,0.0066831208299622516,0.003403155998667414,-0.009963085661257089,0.009963085661257089,6.0
kawenga,0.0062169768915106985,-0.0031668638156286894,0.003050113075882009,0.009383840707139388,0.009383840707139388,6.0
koe,0.07597553378244429,-0.009675288046238505,0.06630024573620578,0.08565082182868279,0.08565082182868279,18.0
