Head,mā,nā,Key,Diff,DiffAbs,Count
tākuta,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
tāmati,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
tāne,-0.0008985732265221676,0.001449970433706225,0.0005513972071840575,-0.0023485436602283926,0.0023485436602283926,10.0
tāngata,-0.00020570460567574596,0.00022128828792390858,1.5583682248162617e-05,-0.0004269928935996545,0.0004269928935996545,12.0
tāone,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
tāpapa,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
tātou,0.022644985935611733,-0.01065772538825666,0.011987260547355074,0.03330271132386839,0.03330271132386839,92.0
tāua,0.015071672538328232,-0.002026683239055501,0.013044989299272731,0.017098355777383733,0.017098355777383733,18.0
tāwhiao,-0.0011001290363220654,0.003550416435403029,0.0024502873990809634,-0.004650545471725095,0.004650545471725095,8.0
tāwhiri-matea,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
tēnei,-0.00020570460567574596,0.00022128828792390858,1.5583682248162617e-05,-0.0004269928935996545,0.0004269928935996545,12.0
tēnā,0.0028889778976147044,-0.0010359466198517373,0.0018530312777629671,0.003924924517466442,0.003924924517466442,8.0
tēpu,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
tērā,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
tētahi,0.005089116504794549,-0.002346280985976708,0.0027428355188178414,0.007435397490771257,0.007435397490771257,20.0
tīkei,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
tīma,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
tūhoe,-0.0001371364037838308,0.00014752552528260585,1.0389121498775042e-05,-0.00028466192906643665,0.00028466192906643665,8.0
tūpuna,-0.0011001290363220654,0.003550416435403029,0.0024502873990809634,-0.004650545471725095,0.004650545471725095,8.0
u,0.00395521454907007,-0.0034812425576525824,0.0004739719914174877,0.007436457106722652,0.007436457106722652,120.0
uniana,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
upoko-o-te-ika,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
waha,0.00493246657692019,-0.0013265345718232332,0.003605932005096957,0.006259001148743424,0.006259001148743424,10.0
wahine,-0.00020570460567574596,0.00022128828792390858,1.5583682248162617e-05,-0.0004269928935996545,0.0004269928935996545,12.0
wai,0.004749041925620306,-0.004142284726278155,0.0006067571993421507,0.00889132665189846,0.00889132665189846,134.0
wai-horoi,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
wai-miri-rangi,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
waiata,0.0023290968846762647,-0.00125277180918193,0.0010763250754943347,0.0035818686938581946,0.0035818686938581946,12.0
wairua,-0.0001371364037838308,0.00014752552528260585,1.0389121498775042e-05,-0.00028466192906643665,0.00028466192906643665,8.0
waka,-0.0001371364037838308,0.00014752552528260585,1.0389121498775042e-05,-0.00028466192906643665,0.00028466192906643665,8.0
waru,0.0028889778976147044,-0.0010359466198517373,0.0018530312777629671,0.003924924517466442,0.003924924517466442,8.0
whaea,-0.0011001290363220654,0.003550416435403029,0.0024502873990809634,-0.004650545471725095,0.004650545471725095,8.0
whaene,-0.0011001290363220654,0.003550416435403029,0.0024502873990809634,-0.004650545471725095,0.004650545471725095,8.0
whakaaro,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
whakaata,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
whakahau,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
whakamāramatanga,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
whakapono,-0.0011001290363220654,0.003550416435403029,0.0024502873990809634,-0.004650545471725095,0.004650545471725095,8.0
whakaputa,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
whakataetae,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
whanaunga,-0.0001371364037838308,0.00014752552528260585,1.0389121498775042e-05,-0.00028466192906643665,0.00028466192906643665,8.0
whare,0.0028889778976147044,-0.0010359466198517373,0.0018530312777629671,0.003924924517466442,0.003924924517466442,8.0
whitu,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
whā,0.0028889778976147044,-0.0010359466198517373,0.0018530312777629671,0.003924924517466442,0.003924924517466442,8.0
whānau,-0.0012798637455895673,0.0016062936402980177,0.0003264298947084504,-0.002886157385887585,0.002886157385887585,26.0
wira,0.0028889778976147044,-0.0010359466198517373,0.0018530312777629671,0.003924924517466442,0.003924924517466442,8.0
wā,0.01929002693244284,-0.004446726987673512,0.014843299944769328,0.02373675392011635,0.02373675392011635,34.0
wāhi,0.0028889778976147044,-0.0010359466198517373,0.0018530312777629671,0.003924924517466442,0.003924924517466442,8.0
wāhine,-0.0001371364037838308,0.00014752552528260585,1.0389121498775042e-05,-0.00028466192906643665,0.00028466192906643665,8.0
wētahi,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
āhua,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
āhuatanga,-0.0013702530480138783,0.005896240388423355,0.004525987340409476,-0.007266493436437233,0.007266493436437233,10.0
ākonga,-0.0007194106249528969,0.0015478228597471417,0.0008284122347942448,-0.0022672334847000384,0.0022672334847000384,6.0
āpiha,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
āti,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
āwhina,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
ētahi,-0.0011001290363220654,0.003550416435403029,0.0024502873990809634,-0.004650545471725095,0.004650545471725095,8.0
ētehi,0.0011645484423381323,-0.000626385904590965,0.0005381625377471673,0.0017909343469290973,0.0017909343469290973,6.0
